line,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,count
3208,,,1,,,,,2,,1,,,56
3209,,,,1,,1,,,2,2,,,57
3210,,,,,,,,,,1,,,58
3211,,,,1,,2,,,,,1,,59
3212,,2,,,,,,2,,,,,60
3213,1,,,,1,,,,,,1,,61
3301,,,,,,,1,1,,,,,62
3302,1,1,,,,,,,,,,,63
3303,,,1,,,,1,,2,1,1,3,64
3304,,,,,,,1,,,,1,,65
3305,1,,,,1,,1,,,1,,,66
3306,,,,,,,,,,,1,,67
3307,,,,,,,1,,,1,2,,68
3308,,1,,,,,1,,,,,,69
3310,,,,,,,1,,,,1,1,70
3311,,,,,,1,,,,1,,,71
3399,,,,,,,,,,,,,72
3401,,,,,,,,,,,,,73
3402,,,,,,,,,,,,,74
3403,,1,,,,,,,,2,,,75
3404,,,,,,,1,,,,,2,76
3405,1,,,,,,,,,,,,77
3406,,1,,,1,,,,,,,1,78
3407,,,,,,,,,,,,,79
3408,2,,,,1,1,1,,1,,1,,80
3410,,,,,,,,,,,,,81
3411,,1,1,,,1,1,,,,1,,82
3412,1,,3,1,,1,1,2,2,2,1,1,83
3413,1,1,,,,,,,,,1,1,84
3414,1,,1,,,1,,1,,,,,85
3415,,,,,1,2,,,,1,,,86
3416,,,,,1,2,1,1,,,1,,87
3417,,,,,,,,,,,,,88
3418,,,,,,,,,,,,,89
3499,,,,,,,,,,,,,90
3501,,,,,,,,,,,,,91
3504,,,,,,,,,,,,,92
3505,,,,,,1,4,,,,,,93
3507,,,,,,,,,1,,,2,94
3508,2,,,,,1,,,,,,,95
3509,,,,,,,,,,,,,96
3510,,,,,,,,,,,,,97
3601,,,1,,,,,,,,1,1,98
3602,,,,,,,,,,1,,,99
3603,,,,,1,,1,,,1,1,1,100
3604,,2,,,1,,,,1,,,,101
3605,,,,1,,1,,,,,,1,102
3606,,,,,,,,,,,,,103
3607,2,1,,2,2,,1,,4,2,1,1,104
3608,1,,,,,,3,1,,1,,1,105
3609,,1,,,,,,2,2,1,,3,106
3610,,,,,1,,,,,,1,1,107
3611,1,,1,1,1,,,1,3,1,,,108
3701,,1,,,1,,1,1,,,,,109
3702,,,,,,,,,,1,1,,110
3703,,,,,,,1,,,,,,111
3704,,,,,,2,3,,,,,1,112
3705,1,,1,,,,1,1,1,,,,113
3706,1,,2,,,2,1,,4,2,,1,114
3707,,,,,,,1,,1,1,,1,115
3708,3,1,1,,1,2,,1,,,,1,116
3709,,,1,1,,1,,2,,1,1,,117
3710,,,,,,,2,,,1,,,118
3711,1,1,1,,,,,1,2,,1,1,119
3712,,,1,1,,,,,1,,,,120
3713,,,2,,1,,2,1,,3,,1,121
3714,1,1,,,1,,1,,3,,,,122
3715,,,,,,,,,1,,,,123
3716,,,1,1,1,,,1,3,,,,124
3717,,,,,,,1,,,,,,125
3799,,,,,,,,,,,,,126
4101,,2,2,1,1,,1,2,,1,1,1,127
4102,,,,1,,,,,1,1,,1,128
4103,,,1,,,,,3,,,,,129
4104,,1,1,,,,1,4,1,2,,,130
4105,,,,1,,,2,2,,,,,131
4106,,,,,1,,,,1,,,1,132
4107,1,,,2,,,3,1,1,,,,133
4108,,,,1,1,,2,,1,,1,,134
4109,,1,,1,,,,1,1,,1,,135
4110,,1,,,2,,,2,1,1,,,136
4111,,,,,,,1,,1,,,,137
4112,,,,,,,,,,,,,138
4113,,,1,,,1,1,4,1,,,,139
4114,,1,,,,5,,,,2,2,,140
4115,2,,,1,1,,2,,,,1,,141
4116,,,,1,1,,2,5,1,,,,142
4117,,1,2,,,,,1,,1,,1,143
4118,,,,,,,1,,,,,,144
4190,,,,,,,,,,,,,145
4199,,,,,,,,,,,,,146
4201,2,1,,1,,1,,,,2,1,,147
4202,,,,,,1,1,,,,1,1,148
4203,1,1,,1,3,1,,1,3,1,2,,149
4205,1,3,,,,2,,,1,1,1,1,150
4206,1,,1,1,,2,4,1,,,1,,151
4207,,,,,,,,,,1,,,152
4208,,,1,,,1,3,1,,,,,153
4209,,1,,,,,1,,,,,,154
4210,1,1,1,,,,,,,,2,3,155
4211,1,1,1,,1,,1,1,,3,2,1,156
4212,,,,,,,,,,,,,157
4213,,,,1,,1,2,,1,,,1,158
4228,1,1,2,,4,1,5,6,3,4,2,2,159
4290,2,,,,1,1,1,,1,,1,,160
4299,,,,,,,,,,,,,161
4301,1,,,3,,1,1,2,1,1,1,1,162
4302,,2,,,1,1,,1,2,,1,3,163
4303,,,,,1,,2,,1,,,2,164
4304,,,,1,2,1,2,1,2,1,3,,165
4305,,4,,4,1,3,5,3,6,13,4,5,166
4306,,1,,,1,,1,2,,,,,167
4307,2,1,3,1,1,,2,,2,1,2,3,168
4308,,,1,,1,,,,3,,,,169
4309,1,,,2,,,,,2,1,1,,170
4310,1,2,2,1,1,3,1,2,1,1,1,1,171
4311,2,3,3,1,1,4,4,3,,8,5,1,172
4312,2,1,,,2,1,1,,,1,1,,173
4313,1,,1,,1,1,1,2,1,1,,,174
4331,,1,,,1,2,,,,1,,,175
4399,,,,,,,,,,,,,176
4401,,,,,,,,,,1,1,,177
4402,2,2,,2,1,,1,1,,4,1,2,178
4403,,1,1,,,,,,,1,,1,179
4404,,,,,,2,,,1,,,,180
4405,,,,,,,1,,,,,,181
4406,,,,,2,,,,,,,,182
4407,,1,1,1,2,2,1,,1,4,,,183
4408,2,,1,,1,,3,1,,,1,,184
4409,5,4,2,3,5,8,4,7,6,6,4,3,185
4412,2,4,2,2,1,2,1,1,1,2,2,2,186
4413,1,1,1,3,,3,4,3,4,2,,3,187
4414,2,1,,3,2,1,1,1,,5,1,,188
4415,,1,,,1,,1,1,,1,1,1,189
4416,1,2,1,1,,3,1,1,3,,,,190
4417,1,3,1,3,1,3,,1,,1,1,1,191
4418,6,6,8,4,6,2,7,10,4,9,6,6,192
4419,1,1,,1,1,,,1,1,,,,193
4420,,,,,,,,,,,,,194
4451,,,,,,,1,,,,,,195
4452,1,,,1,2,,,1,,1,,1,196
4453,1,2,1,2,4,5,5,4,1,2,5,3,197
4499,,,,,,,,,,,,,198
4501,1,2,1,4,1,4,2,2,6,1,,,199
4502,1,3,2,2,1,1,1,3,,4,4,1,200
4503,6,2,2,3,5,4,4,2,7,3,6,2,201
4504,2,5,3,1,1,4,1,4,2,2,,,202
4505,,,,2,,,,1,1,,,,203
4506,,,,,,,1,1,,2,1,2,204
4507,2,1,4,,1,1,1,1,4,1,2,1,205
4508,2,4,1,3,3,5,2,5,4,10,1,3,206
4509,2,1,3,7,,,1,5,1,4,3,1,207
4510,1,1,3,2,2,3,4,5,1,1,,2,208
4511,2,1,2,,1,,1,,2,2,,2,209
4512,2,,2,2,2,1,3,,1,2,1,2,210
4513,4,3,,4,1,,6,,3,4,6,5,211
4514,,2,,,1,3,2,,2,,2,1,212
4599,,,,,,,,,,,,,213
4601,,,,2,1,1,,,,,,,214
4602,,,,1,,,,,,,,,215
4690,6,4,,8,4,3,3,3,2,1,5,2,216
5001,1,5,7,4,6,4,3,5,8,4,3,4,217
5002,5,6,3,8,5,4,13,9,5,4,6,3,218
5003,,,,,,,,,,,,,219
5101,,2,1,1,,,2,2,1,,1,1,220
5103,,,,,,1,,,,,1,1,221
5104,,,,,,,,,,,,,222
5105,1,1,,,1,1,,,1,2,1,,223
5106,,,,1,,1,,,1,,,,224
5107,,2,2,,,2,2,1,,2,,1,225
5108,,,,1,,,,,1,,,,226
5109,3,1,,2,,,,1,1,1,,1,227
5110,,1,1,,1,,1,,1,,,,228
5111,1,,,1,,,1,1,,2,,,229
5113,,,1,,,2,1,3,1,,,,230
5114,,1,,2,,,2,,2,1,,,231
5115,,1,,,1,,,,1,,,,232
5116,1,,,1,1,1,1,,,,,2,233
5117,2,,,,,1,1,,2,,,,234
5118,,,,,,,,,,,,2,235
5119,,,1,,1,,,,,2,,1,236
5120,,1,,,,,,,1,,,,237
5134,,,,,,,,,,,,,238
5199,,,,,,,,,1,,,,239
5201,1,2,1,,1,4,,4,8,2,1,1,240
5202,,,1,,,,1,2,2,,1,4,241
5203,2,,3,,4,1,,2,3,2,1,2,242
5204,4,4,2,5,3,3,1,5,1,2,5,2,243
5222,1,,3,2,1,2,2,4,5,5,1,2,244
5223,3,3,1,5,3,5,3,5,2,4,4,,245
5224,1,3,2,2,4,2,4,1,2,3,2,1,246
5226,3,3,2,2,2,,,4,4,,4,1,247
5227,3,3,4,4,2,3,9,3,8,8,1,2,248
5299,,1,,,,,,,1,,,,249
5301,,,1,,,1,,2,,,1,,250
5303,,,,,2,1,,,,,,1,251
5304,,,1,,,,,,,,,,252
5305,,,,,,,,,,,,,253
5306,,3,,1,3,,1,4,1,3,1,2,254
5307,,,,,,,,,,,,,255
5308,,,,,,,,,,,,,256
5309,,,1,,,,,,,,,,257
5323,,,,,,,,,,,,,258
5325,,,3,1,1,2,7,2,1,6,2,1,259
5326,3,4,3,1,2,1,1,,,,,,260
5328,,,,1,,1,,,,,,,261
5329,,,,,,,,,,,,,262
5331,,,,,,,,,,,,,263
6101,,,,,,,,,,,,,264
6103,,,,,,,,,,,,,265
6104,,,,,,,,,,,,,266
6105,,,,,,,,,,,,,267
6106,,,,,,,,,,,,,268
6107,,,2,3,3,7,3,2,4,,,1,269
6108,,,,,,,,,,,,,270
6109,,,,,,,,,,,,,271
6110,,,,,,,,,1,,,,272
6111,,,,,,,,,,,,,273
6190,,,,,,,,,,,,,274
6199,,,,,,,,,,,,,275
6205,,,,,,,,,,,,,276
6208,,,,,,,,,1,,,,277
6210,,,,,,,,,,,,,278
6323,,,,,,,,,,,,,279
6326,,,,,,,,,,,,,280
6401,,,,,,,,,,,,,281
6402,,,,,,,,,,,,,282
6403,,,,,,,,,,,,,283
6404,,,,,,,,,,,,,284
6502,,,,,,,,,,,,,285
6540,,,,,,,,,,,,,286
6542,,,,,,,,,,,,,287
